company_name,occupation,region,rating,recommend,pros,cons,burnout_exhaustion_flag,burnout_exhaustion_terms,compassion_fatigue_flag,compassion_fatigue_terms,management_frustration_flag,management_frustration_terms,fulfillment_purpose_flag,fulfillment_purpose_terms,salary_dissatisfaction_flag,salary_dissatisfaction_terms,turnover_instability_flag,turnover_instability_terms,job_satisfaction_flag,job_satisfaction_terms,team_support_flag,team_support_terms,pride_recognition_flag,pride_recognition_terms,healthy_balance_flag,healthy_balance_terms,pros_sentiment,cons_sentiment,invisible_labor_score,positive_experience_score
Keolis,Driver,,4.0,positive,good conditions and decent pay,start early and have split shifts,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,decent pay,0.2,0.0,0.0,0.5
Keolis,Driver,West,1.0,negative,Decent money...ok people to work with.,Training leaves a lot to be desired!! When I went through it was 8 weeks. It's now 3 and two of those are behind the wheel! One hand doesn't know what the other is doing. More concerned about the almighty dollar than their passengers. Truly! They don't care if the busses are late or if you miss your connecting bus downtown. NO SECURITY at all!! And it's getting bad down there. They'll fire you then the union will get your job back for you. Then fire you again. Lol,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,-0.011235955056179775,0.0,0.0
Keolis,Driver,West,1.0,negative,Money is good. Benefits are good too,Management sucks! This is a union shop and they are hell bent on breaking the union. They will fire you for no reason and then the union will get your job back with back pay. Cool but can take up to a year to settle with them. Schedules are harsh. Split schedules at times.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2857142857142857,0.0,0.0,0.0
Keolis,Driver,,4.0,,It was a very easy hiring process,The hours are really long.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Keolis,Driver,West,1.0,negative,The position offers the chance to join the Union/ Teamsters.,Keolis foreign for profit company has come in and crushed our community as well as our team of drivers. By far the worst company I have ever been employed with.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Keolis,Driver,West,3.0,negative,Stable company with high standards. Very good ongoing safety training. Paid CPR and First Responder training. Mostly pretty good equipment.,"Some of the local management of questionable talent, expertise, and integrity. Maintenance issues often not handled in timely manner. Scheduling, shifts, hours often appeared customized favorably to select few. Inadequate overpriced health insurance. Close scrutiny of drivers' hours/costs vs. much wasted $ in management positions. Initially, there had been much promise and hopefulness of being involved in processes to improve the service in the community, and spend our tax dollars more responsibly, but sadly, that has not happened.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,0.0,0.0,0.0
Washoe County Schools,Driver,,4.0,negative,Best way to spend time with my kids. I got the days off when they were off.,everyone doesn't get the same hours.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Washoe County Schools,Driver,West,3.0,negative,Got a B-class CDL drivers license.,"Schools do not care about school bus drivers, and often make things harder.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,West,4.0,positive,Starting wage good Driver support is very good,Driving in snow and ice and chaining up,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.25,0.0,0.0,0.0
Tahoe Transportation District,Driver,West,3.0,negative,Good people at work. Helpful and friendly.,Equipment sucks. Always broken. Pay needs to improve.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.42857142857142855,0.0,0.0,0.0
Tahoe Transportation District,Driver,West,1.0,negative,Once you begin employment you realize that no pros exist.,"Indecisive management, personal friendships take precedence over conducting actual business, low wages coupled with a very long progression.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,1.0,negative,I would say the peos are the friendship that have the potential to be made,Lack of management backing for the drivers management leaves a lot to be desired in the way it should be there is a lot of favoritism and back stabbing and s throwing drivers under the bus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,3.0,,Great hourly wage Office staff is really good finally I love my colleagues Great work life balance,"Income instability When there are issues with the kids on your bus, the driver frequently gets blamed for the poor behavior of the kids Very limited opportunity for growth",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,work life balance,0.23529411764705882,-0.034482758620689655,0.0,0.5
Tahoe Transportation District,Driver,West,3.0,,"The pay for driving is good, however, ""driving is only part of the job description. May be well compensated for contracted substitute driver in other locations","Although there are rules to establish safe, orderly environments for riders and drivers, they are not enforced, and appear symbolic and subjective. Drivers have to bow to whomever decides how it will be handled instead of what the actual rules dictate, creating unnecessary chaos. There also appears to be a good amount of favoritism at this location and company rules and regulations are rarely enforced across the board, resulting in employees doing as they please with little to no repercussions.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.038461538461538464,0.0125,0.0,0.0
Tahoe Transportation District,Driver,Northeast,3.0,negative,Eager to give you work. Good pay. Good training program.,very little coordination between management. Natural problems from working for the school but actually working for a private company. No benefits,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,3.0,,Good pay with decent hours,Wish it was more hours and holiday pay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
Tahoe Transportation District,Driver,,2.0,negative,Compensation,Feel like you’re being watched by big brother,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,3.0,positive,"Hours, pay, benefits, 401k, service to community","Management, equipment, coworkers think its middle school",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,South,5.0,positive,Very flexible Good compensation Great management,Split shift Not much room for advancement,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,flexible,0.5,0.0,0.0,0.5
Tahoe Transportation District,Driver,Midwest,5.0,positive,Good hours most of all,Not really many cons honestly,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,good hours,0.2,0.0,0.0,0.5
Tahoe Transportation District,Driver,Midwest,3.0,,Okay for what it is,Not available for a good review,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.16666666666666666,0.0,0.0
Tahoe Transportation District,Driver,Northeast,3.0,,Good benefits union can be used long term,Possible good transition position while searching for,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.125,0.14285714285714285,0.0,0.0
Tahoe Transportation District,Driver,Midwest,2.0,negative,not really any other than great pay,They hired a moron for the current manager (april 2025),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14285714285714285,0.0,0.0,0.0
Tahoe Transportation District,Driver,West,4.0,,good scheduale good cowrkers and staff,not many to mention on here but early mornings i guess,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3333333333333333,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,4.0,positive,Nice people and helpful staff,No good healthcare no real union help,0,,0,,0,,0,,0,,0,,0,,1,helpful staff,0,,0,,0.2,0.14285714285714285,0.0,0.75
Tahoe Transportation District,Driver,,5.0,,Hours are great and getting days off,None that I am aware of,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14285714285714285,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,2.0,,Pay is higher than typical for this area,"Way too much favortism in this location. The office staff will speak Spanish about other employees and gossip about them and just assume that you don't understand what your saying about them. They will give you your own route and then when they are short handed they will take you off of it and put you on another route and have one of the office staff drive it because they like that route better or pull you off and put a newer driver with less experience on your route because you're a better driver and they want you to drive a ""more difficult route"". Way too much drama there and very unprofessional.",0,,0,,1,unprofessional,0,,1,pay is,0,,0,,0,,0,,0,,0.0,-0.017857142857142856,0.5,0.0
Tahoe Transportation District,Driver,West,5.0,positive,Great schedule for people with kids or want to work part time,Some kids and parents behavior is unreal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.08333333333333333,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,4.0,positive,"We have professional employees and staff and this job is a good place to work, and they have a union which makes it more equal opportunity to work.","As with any job, no one is perfect. Just because the majority of people smoke, it does not make it right for everyone to smoke everywhere and in bus windows of others who do not, and some have health conditions and want to breathe clean air.",0,,0,,0,,0,,0,,0,,1,good place to work,0,,0,,0,,0.03571428571428571,0.0,0.0,1.0
Tahoe Transportation District,Driver,Midwest,1.0,negative,Highest hourly pay rate in area,"Treat employees terribly. Equipment is junk, some not even road worthy.",0,,0,,0,,0,,1,hourly pay,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,4.0,,the work day is flexable,The company dont pay for benefits,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,South,3.0,negative,great pay if you like eating beans out of cans,no vacation until you have your first accident,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,0.0,0.0,0.0
Tahoe Transportation District,Driver,,3.0,,Flexible Schedule for all employees.,No Full Time Work Allowed,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,flexible,0.2,0.0,0.0,0.5
Tahoe Transportation District,Driver,Midwest,3.0,,Pay is good for the area,Work a split shift. 2 hours in the morning. 2 hours in the afternoon,0,,0,,0,,0,,1,pay is,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.0,0.0
Tahoe Transportation District,Driver,,5.0,positive,"Great pay, off with children, off on weekend and holidays.",Medical insurance not that good. No recognition of employee of the month,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,0.08333333333333333,0.0,0.0
Tahoe Transportation District,Driver,Northeast,4.0,positive,"Good pay, nice people to work for",Some of the students are not well behaved,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14285714285714285,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,4.0,positive,Good communication,Must embrace bad weather and love kids,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.5,0.0,0.0,0.0
Tahoe Transportation District,Driver,South,5.0,positive,"Frequent vacations, long breaks in work schedule",Not the highest paying job,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,2.0,negative,"Pay is good, You can get hours if you needed through charters, Employees are usually helpful.","The Management in unprofessional, a lot of favoritism in the workplace. The buses have a lot of mechanical issues. Last minute route changes. No clear communication and constantly changing rules. Employees have relationships with each other there.",0,,0,,1,unprofessional,0,,1,pay is,0,,0,,0,,0,,0,,0.125,-0.02702702702702703,0.5,0.0
Tahoe Transportation District,Driver,,3.0,,Coworkers are helpful and friendly,Split shift so waste time in between and on the way to home,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.4,0.0,0.0,0.0
Tahoe Transportation District,Driver,,3.0,,Monday- Friday work at home everyday,Definitely could be more money,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,3.0,,Good people to work with.,Management was difficult and hard to talk to.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,-0.125,0.0,0.0
Tahoe Transportation District,Driver,West,3.0,,Fun job if you like kids,Split shift. Not enough day shift hours,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,3.0,,You know your schedule because it aligns with the school district,"Poor communication, lack of accountability",0,,0,,1,poor communication,0,,0,,0,,0,,0,,0,,0,,0.0,-0.2,0.5,0.0
Tahoe Transportation District,Driver,Northeast,5.0,positive,Pay and hours are okay,Summer hours the hours go down,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,South,3.0,,Hours are available for all,Insurance is not the best…,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,1.0,negative,Nothing to write home about,The worst company I ever worked for,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,4.0,positive,Easy work if you can handle kids.,Not easy if kids are a problem,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,West,3.0,,flexible - can rest between shifts,political situations can get out of hand - we formed a union to get rid of that,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,flexible,0.16666666666666666,0.0,0.0,0.5
Tahoe Transportation District,Driver,,1.0,negative,I LOVE WORKING WITH CHILDREN..,First Student was Very Unprofessional.. Dispatcher gossip and disrespectful and undisciplined about sharing employees confidential information.,0,,0,,1,unprofessional,0,,0,,0,,0,,0,,0,,0,,0.2,-0.125,0.5,0.0
Tahoe Transportation District,Driver,Midwest,2.0,positive,Ride along program. Able to take kids with you to work. Great for single moms or stay at home moms,"Poor management, very unorganized and no room for growth. It’s a decent paying dead end job with no retirement or insurance for drivers or monitors. This location cut a lot of corners with safety.",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,decent pay,0.05,-0.02857142857142857,0.0,0.5
Tahoe Transportation District,Driver,,4.0,positive,Advance fast In the company,Some confusion and mis communication,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Tahoe Transportation District,Driver,Northeast,5.0,positive,Great people great training hoooie,None none none none none,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.4,0.0,0.0,0.0
Tahoe Transportation District,Driver,,2.0,negative,Helping kids and good hours,Not enough hours or pay scammed by sign on bonus never paid,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,good hours,0.2,0.0,0.0,0.5
Tahoe Transportation District,Driver,,4.0,positive,Absolutely great trainers Accommodating They really help you out when you're completely new. They make sure you're comfortable,None. I've loved it so far,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.05555555555555555,0.0,0.0,0.0
Tahoe Transportation District,Driver,Midwest,3.0,,The people you work with(drivers).,Management Communication Facility Parking Resources,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
First Student,Driver,Midwest,1.0,negative,I would say the peos are the friendship that have the potential to be made,Lack of management backing for the drivers management leaves a lot to be desired in the way it should be there is a lot of favoritism and back stabbing and s throwing drivers under the bus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
First Student,Driver,Northeast,3.0,,Great hourly wage Office staff is really good finally I love my colleagues Great work life balance,"Income instability When there are issues with the kids on your bus, the driver frequently gets blamed for the poor behavior of the kids Very limited opportunity for growth",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,work life balance,0.23529411764705882,-0.034482758620689655,0.0,0.5
First Student,Driver,West,3.0,,"The pay for driving is good, however, ""driving is only part of the job description. May be well compensated for contracted substitute driver in other locations","Although there are rules to establish safe, orderly environments for riders and drivers, they are not enforced, and appear symbolic and subjective. Drivers have to bow to whomever decides how it will be handled instead of what the actual rules dictate, creating unnecessary chaos. There also appears to be a good amount of favoritism at this location and company rules and regulations are rarely enforced across the board, resulting in employees doing as they please with little to no repercussions.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.038461538461538464,0.0125,0.0,0.0
First Student,Driver,Northeast,3.0,negative,Eager to give you work. Good pay. Good training program.,very little coordination between management. Natural problems from working for the school but actually working for a private company. No benefits,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
First Student,Driver,Northeast,3.0,,Good pay with decent hours,Wish it was more hours and holiday pay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
First Student,Driver,,2.0,negative,Compensation,Feel like you’re being watched by big brother,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
First Student,Driver,Northeast,3.0,positive,"Hours, pay, benefits, 401k, service to community","Management, equipment, coworkers think its middle school",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
First Student,Driver,South,5.0,positive,Very flexible Good compensation Great management,Split shift Not much room for advancement,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,flexible,0.5,0.0,0.0,0.5
First Student,Driver,Midwest,5.0,positive,Good hours most of all,Not really many cons honestly,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,good hours,0.2,0.0,0.0,0.5
First Student,Driver,Midwest,3.0,,Okay for what it is,Not available for a good review,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.16666666666666666,0.0,0.0
First Student,Driver,Northeast,3.0,,Good benefits union can be used long term,Possible good transition position while searching for,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.125,0.14285714285714285,0.0,0.0
First Student,Driver,Midwest,2.0,negative,not really any other than great pay,They hired a moron for the current manager (april 2025),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14285714285714285,0.0,0.0,0.0
First Student,Driver,West,4.0,,good scheduale good cowrkers and staff,not many to mention on here but early mornings i guess,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3333333333333333,0.0,0.0,0.0
First Student,Driver,Midwest,4.0,positive,Nice people and helpful staff,No good healthcare no real union help,0,,0,,0,,0,,0,,0,,0,,1,helpful staff,0,,0,,0.2,0.14285714285714285,0.0,0.75
First Student,Driver,,5.0,,Hours are great and getting days off,None that I am aware of,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14285714285714285,0.0,0.0,0.0
Northwell Health,Nurse,,4.0,,Management coworkers location schedule specialty,Shift hours commute weekends holidays,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,positive,Good pay and good hours. 8 10 or 12 hr shifts,"Strict, must be on time, no overtime",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,good hours,0.18181818181818182,0.0,0.0,0.5
Northwell Health,Nurse,,4.0,positive,"great environment to work in, staff is friendly and like a big family",some hospital units are terribly small,0,,0,,0,,1,great environment,0,,0,,0,,0,,0,,0,,0.15384615384615385,0.0,-0.5,0.5
Northwell Health,Nurse,,5.0,positive,Northwell is a wonderful company and they really understand the way patient care is supposed to be delivered. Being able to be part of that experience is one of the best feelings.,Fast pace environment can get overwhelming but we only defeat ourselves if we let it.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,positive,"Decent PTO, health insurance available",They should have a separate link for internal transfers to not be in the same pool as those who are external. It makes you want to look elsewhere instead of staying within the company because there is an infinite wait.. tuition reimbursement is low.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,positive,"Nice people, good benefits for nurses","Low salary on LI, no school tuition",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,positive,Great team work / Great nurse Manager,15 patients to one nurse,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2857142857142857,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,,"good pay, good handing of psych emergencies,",I do not really have cons.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2857142857142857,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Family environment small hospital good people,Work life balance can be hard with 12 hour shifts,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,work life balance,0.16666666666666666,0.0,0.0,0.5
Northwell Health,Nurse,Northeast,4.0,,"Nice people, learn a lot","work load, not too much room for downtime",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,,Good benefits,Slow pay increases,0,,0,,0,,0,,1,low pay,0,,0,,0,,0,,0,,0.5,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,positive,Good support system from management. The work is hard wherever you go but the support and team work are a big help.,The workload can be exhausting some shifts.,1,exhausting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.045454545454545456,0.0,1.0,0.0
Northwell Health,Nurse,Northeast,5.0,,Happy with the pay provided,I don't have any cons to report,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,,Good pay and benefits. Good management.,Short staffing too many nights per week.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3333333333333333,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Didn’t mind working here at all.,Difficult to get time off.,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,time off,0.0,-0.2,0.0,0.5
Northwell Health,Nurse,Northeast,3.0,,"good benefits, higher pay than outpatient",the work environment is unhealthy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,i believe the pay is pretty fair for entry level (new grads),"poor management, favoritism, ratios need to be improved",0,,0,,0,,0,,1,pay is,0,,0,,0,,0,,0,,0.0,-0.125,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,positive,great benefits and job security,Poor work life balance. Nurses work many weekends and staffing is terrible,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,work life balance,0.2,-0.08333333333333333,0.0,0.5
Northwell Health,Nurse,Northeast,4.0,,There is constant room for growth,Pay is low for similar position in other organizations,0,,0,,0,,0,,1,pay is,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Salary was ok in manhattan but if you transfer to a different borough you must take a pay cut.,safety of nurses. Especially on the Medsurg floor.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Salary was competitive compared to other companies,Lack of support for nurses,0,,0,,1,lack of support,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.5,0.0
Northwell Health,Nurse,Northeast,4.0,positive,"Small community hospital, great staff",Limited because we are so small,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,,"one of the best places to work, salary wasn't as competitive as some of the other NYC hospitals but the teamwork and environment made up for it. truly enjoyed going to work",union doesn't do much for the fees they collect,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,,"Flexible, great team, great manager",Low pay compared to inpatient,0,,0,,0,,0,,1,low pay,0,,0,,0,,0,,1,flexible,0.6,0.0,0.0,0.5
Northwell Health,Nurse,Northeast,3.0,negative,Continent location Large job market,Low pay rate Non union,0,,0,,0,,0,,1,low pay,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,positive,"great benefits, friendly staff, and opportunities for growth",I currently have no cons regarding employment,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.25,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Teamwork is very important in this hospital,At times there is under staffing and high patient load,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,,I Love to work for Northwell,I have no cons while working at Northwell,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Decent salary and benefits PTO. No pension though.,No incentive to stay at the job,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,,"benefits are great, coworkers too",none this company is the best,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,,"Opportunities for advancement, education reimbursement","Very heavy workload, lack of support",0,,0,,1,lack of support,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.5,0.0
Northwell Health,Nurse,Northeast,3.0,negative,"Learn a lot skills, coworkers (nurses) are great always willing to help","Management, talent acquisition reqs used to be great but lately the ones that are hired are seniors who think they know better and don’t allow you explore all your career choices. When applying for other jobs you get more rejections than acceptances. Choose your unit wisely",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.08333333333333333,0.02127659574468085,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,The pay was decent for a first time job,It was hard to get comfortable due to coworkers weren’t too friendly,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.07692307692307693,0.0,0.0
Northwell Health,Nurse,,3.0,,"good tuition reimbursement, free parking, uniform stipend","poor staffing, pay could be better",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14285714285714285,-0.16666666666666666,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,positive,Great staff and work environment,Hard to negotiate a raise,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,positive,Flexible Work Schedule and decent hours,Low pay and over worked at times,0,,0,,0,,0,,1,low pay,0,,0,,0,,0,,1,flexible,0.16666666666666666,0.0,0.0,0.5
Northwell Health,Nurse,,5.0,,Lots of team work and support,There is lack of staffing,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,positive,"Easy-going outpatient setting, incremental salary increases, professional development opportunities.","Office politics, no opportunity for overtime pay,",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,5.0,,Overtime pay is good at Northwell,Too many patients per nurse,0,,0,,0,,0,,1,pay is,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,positive,Good work and room to move within company,Non clinical personal running clinical duties,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.125,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,1.0,negative,None at all don’t work there,Worst hospital ever staff rude no professionalism,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,3.0,,Promotes educational development of nursing staff,Lack of diversity in upper management,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,,5.0,,Great place to work everyday,N/a I can’t think of any,0,,0,,0,,0,,0,,0,,1,great place to work,0,,0,,0,,0.2,0.0,0.0,1.0
Northwell Health,Nurse,Northeast,4.0,,"Very supportive environment, caring, energetic, pay is good.","sometimes rough shifts, understaffed at times",1,understaffed,0,,0,,0,,1,pay is,0,,0,,0,,0,,0,,0.25,0.0,1.0,0.0
Northwell Health,Nurse,Northeast,4.0,,pay is good for new grad,patient ratios need to be reconsidered,0,,1,patient ratio,0,,0,,1,pay is,0,,0,,0,,0,,0,,0.16666666666666666,0.0,0.75,0.0
Northwell Health,Nurse,Northeast,4.0,positive,"Flexible, great team, paid time off","Too much pressure, shortage of nurses",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"flexible, time off",0.3333333333333333,0.0,0.0,1.0
Northwell Health,Nurse,Northeast,4.0,,Environment is very family culture. Everyone knows everyone.,My commute to work is long.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0
Northwell Health,Nurse,Northeast,4.0,,Northwell has been a second home. It gets difficult with staffing sometimes but that is everywhere you go. Management tries to help in every way. They understand that we have life outside of work and try to work with you.,No cons that i can think of right now,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-0.025,0.0,0.0,0.0
Northwell Health,Nurse,,2.0,negative,"pay, union hospital, continuing education, medical, and dental benefits","unsafe patient-to-nurse ratios, unorganized, stressful, high turnover rate, and no work-life balance.",0,,0,,0,,0,,0,,1,"turnover, high turnover",0,,0,,0,,1,work-life balance,0.0,0.0,0.0,0.5
